"inv_date","total","cus_name"
"2022-12-01 00:00:00+00","31400","Theragenics"
"2022-12-01 00:00:00+00","2500","Van Overeem"
"2023-01-01 00:00:00+00","900","American Radiolabeled Chemicals"
"2023-01-01 00:00:00+00","23000","Bebig"
"2023-01-01 00:00:00+00","200","Best"
"2023-01-01 00:00:00+00","16080","BZ"
"2023-01-01 00:00:00+00","32514","CIRC"
"2023-01-01 00:00:00+00","33600","HTA"
"2023-01-01 00:00:00+00","3600","Immunotech"
"2023-01-01 00:00:00+00","35000","IsoAid"
"2023-01-01 00:00:00+00","750","Iso-Tex Diagnostics"
"2023-01-01 00:00:00+00","3600","Laboratorios Bacon S.A."
"2023-01-01 00:00:00+00","0","Material Science & Engineering"
"2023-01-01 00:00:00+00","900","Mayo Clinic"
"2023-01-01 00:00:00+00","750","MP Biomedicals"
"2023-01-01 00:00:00+00","6240","PerkinElmer"
"2023-01-01 00:00:00+00","0","Platelet Immunology Lab"
"2023-01-01 00:00:00+00","11500","Shanghai Xinke"
"2023-01-01 00:00:00+00","84375","Theragenics"
"2023-01-01 00:00:00+00","0","Valliant Group"
"2023-01-01 00:00:00+00","1950","Van Overeem"
